"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1981","1981","CAD","Canadian Dollar","0","Units",,,13853,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1982","1982","CAD","Canadian Dollar","0","Units",,,15015,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1983","1983","CAD","Canadian Dollar","0","Units",,,15411,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1984","1984","CAD","Canadian Dollar","0","Units",,,16208,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1985","1985","CAD","Canadian Dollar","0","Units",,,17125,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1986","1986","CAD","Canadian Dollar","0","Units",,,18008,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1987","1987","CAD","Canadian Dollar","0","Units",,,18748,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1988","1988","CAD","Canadian Dollar","0","Units",,,20004,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1989","1989","CAD","Canadian Dollar","0","Units",,,21599,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1990","1990","CAD","Canadian Dollar","0","Units",,,21775,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1991","1991","CAD","Canadian Dollar","0","Units",,,22025,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1992","1992","CAD","Canadian Dollar","0","Units",,,22246,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1993","1993","CAD","Canadian Dollar","0","Units",,,22313,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1994","1994","CAD","Canadian Dollar","0","Units",,,22439,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1995","1995","CAD","Canadian Dollar","0","Units",,,22913,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1996","1996","CAD","Canadian Dollar","0","Units",,,23437,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1997","1997","CAD","Canadian Dollar","0","Units",,,24026,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1998","1998","CAD","Canadian Dollar","0","Units",,,25547,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1999","1999","CAD","Canadian Dollar","0","Units",,,26778,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2000","2000","CAD","Canadian Dollar","0","Units",,,28345,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2001","2001","CAD","Canadian Dollar","0","Units",,,30158,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2002","2002","CAD","Canadian Dollar","0","Units",,,30830,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2003","2003","CAD","Canadian Dollar","0","Units",,,31473,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","CAD","Canadian Dollar","0","Units",,,32958,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","CAD","Canadian Dollar","0","Units",,,34188,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","CAD","Canadian Dollar","0","Units",,,35760,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","CAD","Canadian Dollar","0","Units",,,37865,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","CAD","Canadian Dollar","0","Units",,,39529,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","CAD","Canadian Dollar","0","Units",,,39723,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","CAD","Canadian Dollar","0","Units",,,40622,,
"CAN","Canada","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","CAD","Canadian Dollar","0","Units",,,42036,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1980","1980","PER","Persons","0","Units",,,24106581,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1981","1981","PER","Persons","0","Units",,,24388571,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1982","1982","PER","Persons","0","Units",,,24653650,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1983","1983","PER","Persons","0","Units",,,24889638,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1984","1984","PER","Persons","0","Units",,,25128175,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1985","1985","PER","Persons","0","Units",,,25358033,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1986","1986","PER","Persons","0","Units",,,25611961,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1987","1987","PER","Persons","0","Units",,,25920987,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1988","1988","PER","Persons","0","Units",,,26252536,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1989","1989","PER","Persons","0","Units",,,26620348,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1990","1990","PER","Persons","0","Units",,,27013566,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1991","1991","PER","Persons","0","Units",,,27366879,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1992","1992","PER","Persons","0","Units",,,27715426,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1993","1993","PER","Persons","0","Units",,,28030771,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1994","1994","PER","Persons","0","Units",,,28351224,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1995","1995","PER","Persons","0","Units",,,28662269,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1996","1996","PER","Persons","0","Units",,,28967254,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1997","1997","PER","Persons","0","Units",,,29227059,,
"CAN","Canada","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","1998","1998","PER","Persons","0","Units",,,29442950,,
